合肥,英菲尼迪JX 2013款 3.5L 卓越版,2013年,6.20万公里,31.80万,2018-07-20,61.80万
合肥,POLO 2016款 1.6L 自动 舒适版,2016年,2.00万公里,7.28万,2018-07-20,10.39万
合肥,起亚K2 2012款 三厢 1.4L 手动 GLS 纪念版,2014年,4.90万公里,4.28万,2018-07-20,7.79万
合肥,福瑞迪 2012款 1.6L 自动 GL 纪念版,2013年,7.20万公里,5.28万,2018-07-20,10.88万
合肥,迈腾 2013款 1.8T 手自一体 领先型,2013年,6.86万公里,13.28万,2018-07-20,21.98万
合肥,马自达3 昂克赛拉 2014款 三厢 1.5L 自动 尊贵型,2015年,5.21万公里,9.88万,2018-07-20,14.79万
合肥,奔驰B级 2012款 B180 1.6T 双离合,2013年,8.95万公里,13.80万,2018-07-20,27.80万
合肥,标致308 2012款 1.6L 自动 优尚型,2013年,7.62万公里,5.28万,2018-07-20,11.39万
合肥,科鲁兹 2015款 三厢 1.5L SE AT 经典版,2014年,4.30万公里,6.58万,2018-07-20,10.99万
合肥,逸动 2012款 1.6L 自动 豪华型,2012年,6.74万公里,4.68万,2018-07-20,8.89万
合肥,嘉年华 2013款 三厢 1.5L 手动 风尚型,2015年,3.71万公里,4.98万,2018-07-20,7.99万
合肥,奔驰E级(进口) 2014款 E200 Coupe,2014年,4.80万公里,29.68万,2018-07-20,53.00万
合肥,迈锐宝 2016款 2.0L 手自一体 豪华版,2016年,1.91万公里,11.98万,2018-07-20,17.99万
合肥,雷凌 2016款 1.6G-L CVT 领先版,2016年,3.43万公里,10.18万,2018-07-20,13.08万
合肥,朗逸 2008款 2.0L自动品雅版,2010年,7.30万公里,5.38万,2018-07-20,13.88万
合肥,凯越 2015款 1.5L 自动 经典型,2015年,4.28万公里,5.60万,2018-07-20,9.19万
合肥,迈锐宝 2012款 2.0L 手自一体 豪华版,2012年,5.91万公里,8.60万,2018-07-20,17.99万
合肥,荣威550 2014款 550S 1.8L 双离合 智选版,2014年,7.08万公里,6.80万,2018-07-20,12.98万
合肥,凯美瑞 2013款 200E 自动 经典 精英版,2014年,6.71万公里,11.80万,2018-07-20,18.28万
合肥,福睿斯 2015款 1.5L 自动时尚型,2015年,4.42万公里,7.68万,2018-07-20,11.98万
合肥,宝骏730 2014款 1.5L 手动 标准型 7座,2015年,5.20万公里,4.98万,2018-07-20,6.98万
合肥,别克GL8 2015款 2.4L SIDI尊享版,2016年,5.20万公里,19.38万,2018-07-20,30.99万
合肥,福克斯 2012款 两厢 1.6L 自动 舒适型,2015年,3.60万公里,8.28万,2018-07-20,13.09万
合肥,凯迪拉克XTS 2015款 28T 精英型,2015年,5.00万公里,21.50万,2018-07-20,36.99万
合肥,宝马2系 2015款 218i 敞篷轿跑车,2015年,3.50万公里,24.70万,2018-07-20,32.53万
合肥,宝马X1 2014款 sDrive18i 时尚型,2015年,6.00万公里,17.90万,2018-07-20,28.50万
合肥,迈腾 2012款 1.8T 手自一体 豪华型,2012年,11.30万公里,12.38万,2018-07-20,23.28万
合肥,本田CR-V 2013款 2.0L 两驱 经典版,2014年,11.86万公里,13.98万,2018-07-20,20.78万
合肥,哈弗H5 2013款 智尊版 2.0T 手动 两驱 精英型,2014年,3.87万公里,5.50万,2018-07-20,10.78万
合肥,凯迪拉克ATS-L 2017款 28T 时尚版,2017年,1.80万公里,21.89万,2018-07-20,31.88万
合肥,瑞风 2008款 彩色之旅 2.4L汽油 手动基本型,2009年,7.20万公里,2.98万,2018-07-20,11.98万
合肥,索纳塔 2015款 1.6T 自动 GLS 智能型,2016年,3.00万公里,13.20万,2018-07-20,19.48万
合肥,科雷傲(进口) 2010款 两驱 豪华版,2012年,17.56万公里,8.98万,2018-07-20,27.28万
合肥,奔驰E级 2017款 E 300 L 豪华版,2016年,6.40万公里,41.80万,2018-07-20,49.98万
合肥,奥迪A6L 2016款 TFSI 舒适型,2016年,4.50万公里,29.99万,2018-07-20,44.85万
合肥,本田UR-V 2017款 370TURBO 手自一体 四驱 尊耀版,2017年,1.50万公里,29.90万,2018-07-20,32.98万
合肥,汉兰达 2015款 2.0T 手自一体 四驱 豪华导航版 ...,2015年,7.60万公里,27.40万,2018-07-20,30.28万
合肥,奥迪A6L 2014款 TFSI 标准型,2014年,4.80万公里,26.20万,2018-07-20,40.98万
合肥,奥迪A4L 2013款 35 TFSI 自动 标准型,2013年,8.20万公里,17.98万,2018-07-20,30.98万
合肥,保时捷Panamera 2010款 panamera,2012年,8.40万公里,47.70万,2018-07-20,112.83万
合肥,凯迪拉克ATS-L 2014款 25T 时尚型,2015年,4.00万公里,18.20万,2018-07-20,30.88万
合肥,帝豪 2014款 三厢 1.5L 手动 时尚型,2015年,6.57万公里,4.68万,2018-07-20,6.98万
合肥,揽胜极光(进口) 2015款 2.0T 5门耀动版,2014年,6.10万公里,31.50万,2018-07-20,62.80万
合肥,传祺GA3 2013款 1.6L 手动 精英版,2014年,8.66万公里,3.38万,2018-07-20,7.58万
合肥,唯雅诺 2014款 3.5L 卓越版,2014年,2.60万公里,32.60万,2018-07-20,68.90万
合肥,观致5 2016款 1.6T 双离合 豪华型,2017年,3.68万公里,14.60万,2018-07-20,19.49万
合肥,福克斯 2012款 三厢 1.6L 手动 舒适型,2013年,5.60万公里,5.49万,2018-07-20,11.99万
合肥,fortwo 2015款 1.0L 硬顶灵动版,2016年,1.80万公里,8.98万,2018-07-20,11.68万
合肥,别克GL8 2014款 2.4L SIDI舒适版,2016年,3.90万公里,21.60万,2018-07-20,28.99万
合肥,凯迪拉克XT5 2016款 25T 豪华型,2016年,5.00万公里,29.50万,2018-07-20,38.99万
合肥,蔚领 2018款 230TSI 双离合 舒适版,2017年,1.60万公里,11.98万,2018-07-20,14.89万
合肥,菲跃 2012款 2.4L 豪华 7座,2013年,6.50万公里,13.88万,2018-07-20,27.48万
合肥,宝马3系 2016款 320Li 时尚型,2016年,3.70万公里,24.56万,2018-07-20,34.98万
合肥,大众CC 2013款 2.0T 双离合 豪华型,2015年,6.40万公里,17.98万,2018-07-20,28.38万
合肥,瑞风M4 2017款 2.0T 手动 豪华版,2017年,3.00万公里,10.60万,2018-07-20,12.98万
合肥,宝马3系 2011款 320i 时尚型,2011年,9.60万公里,12.50万,2018-07-20,34.50万
合肥,POLO 2014款 1.4L 手动 风尚版,2014年,2.91万公里,5.88万,2018-07-20,7.59万
合肥,哈弗H2 2016款 红标 1.5T 手动 两驱 豪华版,2016年,3.16万公里,7.58万,2018-07-20,10.98万
合肥,汉兰达 2015款 2.0T 手自一体 四驱 豪华版 7座,2017年,3.49万公里,29.98万,2018-07-20,29.48万
合肥,途观L 2017款 330TSI 双离合 两驱 豪华版,2017年,1.40万公里,24.30万,2018-07-20,25.98万
合肥,翼虎 2013款 1.6 GTDi 自动 四驱 精英型,2013年,7.60万公里,11.80万,2018-07-20,23.98万
合肥,博越 2017款 1.8T 手自一体 两驱 智联版,2017年,1.40万公里,11.80万,2018-07-20,12.78万
合肥,宝马5系 2017款 525Li 豪华设计套装,2017年,2.50万公里,38.50万,2018-07-20,49.96万
合肥,奥迪Q5 2015款 40TFSI 进取型,2015年,4.60万公里,27.50万,2018-07-20,38.76万
合肥,大众CC 2016款 1.8T 双离合 尊贵版,2017年,2.20万公里,20.58万,2018-07-20,25.28万
合肥,凯美瑞 2012款 尊瑞 2.5L CVT HQ 旗舰版,2013年,7.00万公里,14.50万,2018-07-20,32.98万
合肥,帕萨特 2013款 1.8T 双离合 尊荣版,2013年,9.10万公里,11.18万,2018-07-20,21.88万
合肥,普拉多 2016款 3.5L 手自一体 TX-L,2017年,4.80万公里,49.90万,2018-07-20,51.98万
合肥,翼虎 2015款 1.5 GTDi 自动 两驱 舒适型,2015年,6.60万公里,12.99万,2018-07-20,19.38万
合肥,逍客 2010款 20 x 雷 CVT 2WD,2009年,8.69万公里,5.60万,2018-07-20,18.88万
合肥,嘉年华 2013款 三厢 1.5L 手动 风尚型,2014年,5.19万公里,4.58万,2018-07-20,7.99万
合肥,英菲尼迪Q50L 2015款 2.0T 舒适版,2015年,6.00万公里,20.80万,2018-07-20,27.98万
合肥,迈锐宝 2016款 2.0L 手自一体 豪华版,2016年,3.30万公里,13.10万,2018-07-20,17.99万
合肥,福克斯 2011款 两厢 1.8自动时尚型,2011年,8.51万公里,4.68万,2018-07-20,12.78万
合肥,速腾 2015款 1.4T 双离合 230TSI 舒适型,2015年,4.90万公里,9.88万,2018-07-20,16.08万
合肥,宝马5系 2017款 525Li 领先型,2016年,4.70万公里,35.38万,2018-07-20,46.66万
合肥,经典全顺 2006款 柴油 短轴多功能型 中顶,2013年,5.30万公里,8.20万,2018-07-20,首付1.64万
合肥,途观 2017款 300TSI 手自一体 两驱 丝绸之路舒适...,2017年,0.80万公里,19.80万,2018-07-20,23.78万
合肥,奥迪A4L 2013款 40 TFSI quattro 个性运动型,2014年,6.50万公里,17.32万,2018-07-20,34.90万
合肥,宝马5系 2014款 525Li 风尚设计套装,2014年,8.30万公里,29.98万,2018-07-20,49.96万
合肥,现代ix35 2015款 2.0L 手自一体 两驱 智能版 国V,2015年,3.99万公里,11.80万,2018-07-20,17.68万
合肥,迈锐宝 2013款 1.6T 手自一体 豪华版,2013年,7.09万公里,8.98万,2018-07-20,21.29万
合肥,悦动 2011款 1.6L GL 手动,2012年,5.87万公里,4.28万,2018-07-20,9.98万
合肥,昂科威 2014款 28T 四驱豪华型,2015年,6.25万公里,17.88万,2018-07-20,29.99万
合肥,阿特兹 2015款 2.0L 蓝天豪华版,2015年,6.00万公里,14.28万,2018-07-20,18.88万
合肥,科鲁兹 2013款 1.8L SE AT,2014年,6.21万公里,6.68万,2018-07-20,13.69万
合肥,福克斯 2014款 两厢 经典版 1.8L 自动 酷白典藏版,2014年,3.25万公里,8.08万,2018-07-20,12.48万
合肥,起亚K2 2012款 两厢 1.4L 手动 GL 纪念版,2013年,6.50万公里,4.18万,2018-07-20,7.29万
合肥,起亚K3 2015款 1.6L 自动 GLS,2015年,1.49万公里,8.28万,2018-07-20,12.48万
合肥,POLO 2011款 1.6L 自动 致尚版,2012年,5.60万公里,5.60万,2018-07-20,11.19万
合肥,大众CC 2015款 2.0T 双离合 豪华型,2015年,8.20万公里,18.80万,2018-07-20,28.38万
合肥,科鲁兹 2015款 三厢 1.5L SE AT 经典版,2016年,3.48万公里,7.88万,2018-07-20,10.99万
合肥,思域 2012款 1.8L 自动 EXi舒适版,2013年,7.60万公里,8.18万,2018-07-20,13.98万
合肥,翼虎 2015款 1.5 GTDi 自动 两驱 风尚型,2015年,10.00万公里,11.88万,2018-07-20,21.78万
合肥,马自达3 昂克赛拉 2016款 三厢 1.5L 自动 豪华型,2017年,1.61万公里,11.70万,2018-07-20,13.89万
合肥,起亚K5 2014款 2.0L 自动 GLS,2015年,3.10万公里,11.98万,2018-07-20,17.88万
合肥,朗行 2013款 1.6L 自动 风尚版,2015年,4.17万公里,8.18万,2018-07-20,12.79万
合肥,宝马5系 2013款 525Li 领先型,2013年,7.60万公里,25.60万,2018-07-20,45.96万
合肥,朗逸 2013款 1.6L 自动 舒适版,2013年,7.90万公里,6.90万,2018-07-20,13.79万
合肥,奥迪A4L 2016款 35 TFSI 自动 标准型 典藏版,2016年,2.47万公里,22.26万,2018-07-20,31.28万
合肥,路虎发现 2015款 3.0 V6 SC SE 汽油版,2015年,4.70万公里,65.80万,2018-07-20,82.80万
合肥,本田CR-V 2012款 2.0L 两驱 都市版,2015年,5.18万公里,14.48万,2018-07-20,19.38万
合肥,高尔夫 2012款 1.6L 手动 时尚型,2013年,6.13万公里,6.38万,2018-07-20,11.89万
合肥,高尔夫 2012款 1.6L 手动 时尚型,2013年,6.13万公里,6.38万,2018-07-20,11.89万
合肥,瑞风S3 2016款 1.5L CVT 豪华型,2016年,3.75万公里,6.38万,2018-07-20,7.98万
合肥,科鲁兹 2013款 两厢 1.6T 自动 旗舰版,2014年,4.42万公里,6.50万,2018-07-20,14.99万
合肥,高尔夫 2012款 1.4T 自动舒适型,2013年,5.75万公里,8.98万,2018-07-20,14.48万
合肥,海马S5 2015款 1.5T CVT 豪华型运动版,2016年,2.20万公里,7.80万,2018-07-20,10.88万
合肥,索纳塔 2014款 2.0L 自动 GLX 豪华版,2014年,4.60万公里,10.38万,2018-07-20,18.99万
合肥,悦翔 2010款 三厢 运动版 1.5MT 豪华型,2011年,7.20万公里,1.55万,2018-07-20,6.59万
合肥,奥迪A6L 2014款 50 TFSI quattro 豪华型,2015年,5.50万公里,33.18万,2018-07-20,74.26万
合肥,威朗 2016款 两厢 15S 自动进取型,2017年,0.60万公里,9.98万,2018-07-20,14.59万
合肥,奔驰C级 2013款 C 180 经典型,2013年,6.10万公里,17.45万,2018-07-20,30.80万
合肥,瑞纳 2010款 三厢 1.4L GS MT,2011年,8.70万公里,2.80万,2018-07-20,7.89万
合肥,奔驰G级 2010款 G 500,2010年,13.00万公里,75.98万,2018-07-20,169.80万
合肥,甲壳虫 2014款 1.2 TSI 时尚型,2014年,2.00万公里,14.38万,2018-07-20,20.00万
合肥,牧马人 2016款 3.0L Sahara 75周年致敬版,2016年,1.60万公里,38.60万,2018-07-20,46.95万
合肥,林肯MKC 2016款 2.0T 四驱 尊雅版,2017年,0.58万公里,33.50万,2018-07-20,39.78万
合肥,瑞风M5 2013款 瑞风M5 汽油 2.0T 自动 商务版,2015年,2.37万公里,9.88万,2018-07-20,14.95万
合肥,起亚K5 2012款 2.0L 自动 DLX-2 10周年特别版,2012年,9.00万公里,8.88万,2018-07-20,20.18万
合肥,RAV4荣放 2011款 2.0L 自动经典版,2013年,9.90万公里,11.96万,2018-07-20,19.78万
合肥,杰德 2014款 1.8L 5AT 舒适精英型（五座）,2015年,7.00万公里,11.99万,2018-07-20,15.78万
合肥,科鲁兹 2016款 三厢 1.4T 自动豪华版,2015年,3.59万公里,9.30万,2018-07-20,14.99万
合肥,索纳塔 2013款 2.0L 自动 GS 时尚版,2014年,8.00万公里,8.60万,2018-07-20,16.69万
合肥,奔驰E级 2017款 E 300 运动版,2017年,0.60万公里,45.70万,2018-07-20,48.58万
合肥,思域 2012款 1.8L 手动 EXi舒适版,2013年,7.00万公里,6.58万,2018-07-20,13.18万
合肥,奔驰E级(进口) 2010款 E 260 CGI 双门轿跑车,2011年,8.00万公里,20.30万,2018-07-20,61.80万
合肥,翼虎 2013款 1.6 GTDi 自动 两驱 风尚型,2013年,7.80万公里,12.80万,2018-07-20,21.78万
合肥,名爵3 2014款 1.3L 自动 舒适版,2014年,6.00万公里,4.58万,2018-07-20,7.07万
合肥,翼搏 2017款 1.5L 双离合 尊贵版,2016年,3.18万公里,9.20万,2018-07-20,12.98万
合肥,昂科威 2016款 20T 两驱精英型,2016年,4.90万公里,16.90万,2018-07-20,23.59万
合肥,POLO 2011款 1.6L 手动 致尚版,2012年,6.50万公里,4.08万,2018-07-20,9.99万
合肥,别克GL8 2014款 陆上公务舱 2.4L AT 经典版,2016年,3.50万公里,14.90万,2018-07-20,20.90万
合肥,奥迪A6L 2014款 30 FSI 舒适型,2015年,4.90万公里,25.90万,2018-07-20,46.87万
合肥,凯迪拉克ATS-L 2017款 28T 技术版,2017年,0.70万公里,19.80万,2018-07-20,29.88万
合肥,标致308(进口) 2009款 CC 豪华型,2010年,5.00万公里,12.38万,2018-07-20,35.08万
合肥,哈弗H6 2015款 运动版 1.5T 自动 两驱 豪华型,2016年,2.10万公里,8.98万,2018-07-20,13.68万
合肥,奇瑞A3 2010款 三厢 1.6 手动 进取型,2011年,5.50万公里,1.98万,2018-07-20,7.68万
合肥,金刚 2010款 2代 1.5L 手动 标准型,2011年,11.20万公里,1.38万,2018-07-20,5.28万
合肥,大众CC 2016款 1.8T 双离合 豪华版,2016年,6.00万公里,18.80万,2018-07-20,26.88万
合肥,蒙迪欧 2013款 2.0T 自动 GTDi200 豪华型,2016年,4.30万公里,16.20万,2018-07-20,22.28万
合肥,凯迪拉克XTS 2017款 28T 豪华版,2017年,1.70万公里,25.80万,2018-07-20,40.99万
合肥,POLO 2012款 Cross 1.6L 手自一体,2014年,3.20万公里,8.16万,2018-07-20,12.59万
合肥,艾力绅 2016款 2.4L CVT 舒适版,2017年,0.45万公里,24.50万,2018-07-20,26.38万
合肥,奔驰GLE级 2017款 GLE 400 4MATIC,2018年,百公里内,76.80万,2018-07-20,93.20万
合肥,蒙迪欧 2013款 致胜 2.3L 自动 时尚型 国4,2014年,7.00万公里,8.38万,2018-07-20,17.98万
合肥,自由光 2017款 2.0L 优越版,2017年,0.90万公里,17.58万,2018-07-20,21.98万
合肥,爱丽舍 2016款 1.6L 手动 时尚型,2016年,3.40万公里,4.65万,2018-07-20,8.38万
合肥,汉兰达 2017款 2.0T 手自一体 四驱 豪华版 7座,2017年,2.00万公里,30.35万,2018-07-20,29.78万
合肥,揽胜运动 2017款 3.0T SC HSE DYNAMIC,2017年,3.50万公里,79.99万,2018-07-20,109.80万
合肥,逍客 2012款 1.6 XE 风 MT 2WD,2014年,5.10万公里,7.38万,2018-07-20,13.98万
合肥,奔驰S级 2010款 S 300 L 豪华型,2012年,9.70万公里,39.70万,2018-07-20,110.80万
合肥,艾力绅 2016款 2.4L CVT 豪华版,2018年,0.10万公里,27.68万,2018-07-20,29.28万
合肥,福克斯 2015款 两厢 1.6L 自动风尚型,2015年,2.80万公里,8.68万,2018-07-20,13.68万
合肥,君威 2004款 G 2.5 自动 豪华版,2005年,19.90万公里,1.30万,2018-07-20,20.98万
合肥,别克GL8 2017款 28T 旗舰版,2017年,3.10万公里,36.50万,2018-07-20,39.99万
合肥,奔驰GLK级 2013款 GLK 300 3.0L 自动 动感型,2013年,3.30万公里,26.90万,2018-07-20,41.80万
合肥,索纳塔 2015款 1.6T 自动 GLS 智能型,2016年,3.10万公里,13.60万,2018-07-20,19.48万
合肥,宝马5系 2018款 530Li 领先版 豪华套装,2018年,0.39万公里,44.80万,2018-07-20,47.89万
合肥,雅阁 2016款 2.4L CVT 智睿版,2016年,2.30万公里,17.98万,2018-07-20,21.98万
合肥,马自达3 昂克赛拉 2014款 三厢 1.5L 自动 舒适型,2015年,2.50万公里,8.68万,2018-07-20,12.59万
合肥,途观 2012款 2.0TSI 手自一体 四驱 菁英版,2012年,13.00万公里,12.68万,2018-07-20,28.68万
合肥,马自达6 2011款 2.0L时尚,2012年,6.00万公里,6.88万,2018-07-20,17.98万
合肥,科帕奇 2012款 2.4L 自动 5座 城市导航版,2013年,5.25万公里,11.70万,2018-07-20,22.58万
合肥,大7 SUV 2011款 2.2T 自动 两驱 旗舰型,2013年,5.10万公里,9.80万,2018-07-20,25.28万
合肥,凯迪拉克SRX(进口) 2015款 3.0L 手自一体 舒适型,2015年,6.40万公里,22.80万,2018-07-20,39.98万
合肥,途观L 2017款 380TSI 双离合 四驱 至尊旗舰版,2017年,1.90万公里,28.20万,2018-07-20,35.98万
合肥,中华V3 2015款 1.5L 手动 智能型,2016年,3.20万公里,5.18万,2018-07-20,7.77万
合肥,奔驰GLK级 2013款 GLK 300 3.0L 自动 时尚型,2013年,10.50万公里,28.70万,2018-07-20,48.50万
合肥,明锐 2012款 1.6L 16V 手自动一体 逸杰版,2012年,5.86万公里,6.68万,2018-07-20,14.05万
合肥,宝马3系(进口) 2012款 四门轿车 318i 2.0L A/MT,2012年,5.76万公里,13.10万,2018-07-20,34.80万
合肥,速腾 2012款 1.6L 手自一体  时尚型,2013年,7.60万公里,7.98万,2018-07-20,14.38万
合肥,天籁 2011款 2.0L XL 舒适版,2011年,9.00万公里,8.30万,2018-07-20,19.98万
合肥,赛欧3 2013款 三厢 1.2L 手动 SX 幸福版,2013年,3.90万公里,2.85万,2018-07-20,6.68万
合肥,酷熊 2009款 1.5L MT 精英型,2009年,13.70万公里,2.20万,2018-07-20,6.79万
合肥,奥迪A6L 2014款 30 FSI 技术型,2014年,9.50万公里,26.00万,2018-07-20,42.95万
合肥,标致207 2010款 两厢 1.4手动 驭乐版,2010年,5.80万公里,2.60万,2018-07-20,7.18万
合肥,速腾 2014款 1.6L 手动 舒适型,2015年,3.80万公里,7.90万,2018-07-20,13.88万
合肥,科鲁兹 2015款 三厢 1.5L SE AT 经典版,2016年,4.30万公里,7.88万,2018-07-20,10.99万
合肥,雪铁龙C4L 2014款 1.8L 手动 车载互联劲智型,2014年,5.28万公里,6.20万,2018-07-20,15.79万
合肥,奔驰GLK级 2015款 GLK 300 3.0L 自动 豪华型 极...,2015年,3.80万公里,32.80万,2018-07-20,55.80万
合肥,奔驰GLA级 2016款 GLA 200 时尚版,2016年,1.80万公里,23.20万,2018-07-20,28.98万
合肥,索纳塔 2013款 2.0L 自动 GLS 领先版,2013年,6.00万公里,8.80万,2018-07-20,17.99万
合肥,福克斯 2012款 两厢 1.6L 自动 风尚型,2014年,5.00万公里,7.90万,2018-07-20,14.39万
合肥,MINI COUNTRYMAN 2016款 1.6T COOPER All 4 Fun...,2016年,1.00万公里,21.50万,2018-07-20,29.60万
合肥,朗逸 2013款 1.6L 自动 风尚版,2014年,8.80万公里,7.38万,2018-07-20,12.49万
合肥,克莱斯勒300C 2012款 3.6L 自动 豪华型,2014年,10.40万公里,18.90万,2018-07-20,48.69万
合肥,途观L 2017款 380TSI 双离合 四驱 旗舰版,2017年,1.30万公里,28.50万,2018-07-20,31.98万
合肥,路虎揽胜 2002款 路虎揽胜 2002年 4.4L 自动 V8,2003年,14.00万公里,19.90万,2018-07-20,开店4年
合肥,奔驰C级 2017款 改款 C 200 L 运动轿车,2017年,2.80万公里,30.58万,2018-07-20,35.38万
合肥,凯迪拉克ATS-L 2017款 28T 时尚版,2017年,1.70万公里,21.58万,2018-07-20,31.88万
合肥,奥迪A6L 2016款 TFSI 舒适型,2016年,2.80万公里,32.80万,2018-07-20,44.85万
合肥,MINI COUNTRYMAN 2011款 1.6L COOPER Fun,2012年,5.50万公里,14.90万,2018-07-20,28.50万
合肥,捷豹F-PACE 2016款 2.0T 都市尊享版,2017年,2.30万公里,39.80万,2018-07-20,54.80万
合肥,福克斯 2012款 三厢 1.6L 自动 风尚型,2012年,4.46万公里,6.60万,2018-07-20,14.39万
合肥,凌渡 2017款 230TSI 双离合 风尚版,2017年,1.00万公里,11.88万,2018-07-20,15.99万
合肥,福克斯 2015款 两厢 Ecoboost125 自动 超能风尚型,2015年,5.00万公里,8.30万,2018-07-20,13.98万
合肥,揽胜极光(进口) 2012款 2.0T 5门耀致版,2012年,12.00万公里,24.98万,2018-07-20,62.80万
合肥,赛欧3 2013款 三厢 1.2 SL MT 时尚版,2014年,5.90万公里,3.38万,2018-07-20,5.78万
合肥,逸动 2013款 XT 1.6L 手动 尚酷型 国4,2014年,4.90万公里,4.50万,2018-07-20,7.79万
合肥,路虎揽胜 2017款 3.0T 汽油(欧规版),2018年,百公里内,106.00万,2018-07-20,132.00万
合肥,蒙迪欧 2013款 2.0T 自动 GTDi200 时尚型,2016年,3.00万公里,14.60万,2018-07-20,20.28万
合肥,奔驰C级 2016款 C 200 L 运动型,2016年,7.50万公里,29.98万,2018-07-20,35.38万
合肥,保时捷718 2016款 718 Cayman,2018年,百公里内,63.80万,2018-07-20,58.80万
合肥,帕萨特 2016款 380TSI DSG至尊版,2016年,2.90万公里,19.60万,2018-07-20,29.39万
合肥,帕萨特 2011款 1.8T AT尊荣版,2012年,6.90万公里,12.38万,2018-07-20,21.58万
合肥,锐欧 2007款 1.4 GL M/T,2011年,10.37万公里,4.78万,2018-07-20,6.98万
合肥,,2016年,2.80万公里,17.70万,21.52万,2018-07-23
合肥,,2016年,3.90万公里,4.78万,6.69万,2018-07-23
合肥,,2011年,7.70万公里,1.99万,7.58万,2018-07-23
合肥,,2013年,4.80万公里,4.49万,12.68万,2018-07-23
合肥,,2016年,3.53万公里,19.86万,33.88万,2018-07-23
合肥,,2015年,4.70万公里,67.80万,82.80万,2018-07-23
合肥,,2017年,0.66万公里,22.98万,29.08万,2018-07-23
合肥,,2017年,0.90万公里,39.80万,45.99万,2018-07-23
合肥,,2012年,10.00万公里,24.80万,49.98万,2018-07-23
合肥,,2014年,7.00万公里,12.80万,19.28万,2018-07-23
合肥,,2017年,3.60万公里,39.60万,45.98万,2018-07-23
合肥,,2016年,3.07万公里,9.58万,13.18万,2018-07-23
合肥,,2012年,7.18万公里,12.50万,28.48万,2018-07-23
合肥,,2010年,8.10万公里,1.38万,10.38万,2018-07-23
合肥,,2016年,4.40万公里,42.80万,48.60万,2018-07-23
合肥,,2016年,2.50万公里,45.80万,48.60万,2018-07-23
合肥,,2017年,3.30万公里,44.80万,47.48万,2018-07-23
合肥,,2009年,6.89万公里,9.20万,30.60万,2018-07-23
合肥,,2017年,0.58万公里,33.50万,39.78万,2018-07-23
合肥,,2012年,7.55万公里,19.20万,42.76万,2018-07-23
合肥,,2015年,1.17万公里,28.85万,44.97万,2018-07-23
合肥,,2012年,11.00万公里,33.90万,79.80万,2018-07-23
合肥,,2014年,6.90万公里,65.80万,104.80万,2018-07-23
合肥,,2012年,3.40万公里,4.58万,10.49万,2018-07-23
合肥,,2014年,7.98万公里,7.58万,12.78万,2018-07-23
合肥,,2017年,2.90万公里,13.58万,16.18万,2018-07-23
合肥,,2017年,1.99万公里,21.98万,23.42万,2018-07-23
合肥,,2012年,5.00万公里,3.88万,9.99万,2018-07-23
合肥,,2013年,5.67万公里,2.88万,6.48万,2018-07-23
合肥,,2014年,3.40万公里,4.58万,8.37万,2018-07-23
合肥,,2016年,3.72万公里,6.18万,9.48万,2018-07-23
合肥,,2012年,5.81万公里,4.30万,11.99万,2018-07-23
合肥,,2015年,5.20万公里,4.98万,8.08万,2018-07-23
合肥,,2012年,6.61万公里,2.48万,7.55万,2018-07-23
合肥,,2012年,4.51万公里,2.68万,6.48万,2018-07-23
合肥,,2017年,2.94万公里,6.88万,8.79万,2018-07-23
合肥,,2014年,6.72万公里,5.78万,12.76万,2018-07-23
合肥,,2017年,2.51万公里,21.98万,28.38万,2018-07-23
合肥,,2014年,5.00万公里,8.90万,14.95万,2018-07-23
合肥,,2012年,6.80万公里,7.80万,19.58万,2018-07-23
合肥,,2016年,2.15万公里,7.88万,12.78万,2018-07-23
合肥,,2016年,3.00万公里,13.80万,18.98万,2018-07-23
合肥,,2014年,5.43万公里,14.20万,26.28万,2018-07-23
合肥,,2015年,2.92万公里,5.30万,8.69万,2018-07-23
合肥,,2009年,9.90万公里,4.88万,13.48万,2018-07-23
合肥,,2012年,10.90万公里,8.80万,21.48万,2018-07-23
合肥,,2014年,12.71万公里,12.30万,20.88万,2018-07-23
合肥,,2010年,6.18万公里,4.68万,13.29万,2018-07-23
合肥,,2010年,7.79万公里,2.18万,6.58万,2018-07-23
合肥,,2016年,3.40万公里,11.18万,14.88万,2018-07-23
合肥,,2010年,7.08万公里,4.89万,11.68万,2018-07-23
